aid,actor_name,movie_credits,popularity
149777,Alice Dinnean,6,0.00635
68455,Jerry Nelson,40,0.214483
1076560,Jarrod W. Amos,1,0.003734
1076561,Ryan H. Amos,1,3e-06
99728,James E. Foley,3,0.00324
112908,Matthew Twining,2,0.000392
99729,Jack Carlisle,4,0.000743
99730,Mark Ian Miller,3,0.52
99731,Greg Lyczkowski,2,0
98118,Tanya Dempsey,16,0
99732,Kyle Lupo,5,0.036
99733,Charity Rahmer,4,0.001143
99734,Elizabeth Bruderman,2,0.03485
5888,Nicole de Boer,19,1.053096
128346,Chris Bruno,9,0.014603
18475,Kristen Dalton,17,0.000108
80351,Rick Tae,4,0.000292
33046,Anna Hagan,12,0.003546
1224831,John L. Adams,1,0.001975
6914,Scott Wilson,55,2.920763
9594,Katharine Ross,37,3.127515
144077,Brad Hawkins,7,0.010471
1739,James Keane,16,0
43853,Irma P. Hall,30,2.662884
15252,Mason Gamble,9,0.553326
67913,Henry Simmons,14,0.773417
1218072,Ellen Muth,11,0.031427
22821,David Zayas,27,0.583635
58332,Kevin Thoms,3,1.9e-05
93129,Chenoa Maxwell,2,0.0108
74957,Andre Royo,25,0.683816
10964,Laz Alonso,26,1.715945
93130,Lalanya Masters,1,0.4
93131,Nicoye Banks,7,5e-06
93132,Jillian Lindsey,1,0.0108
66264,Andrew Lauren,2,0
203683,Sonja Sohn,9,0.116834
93321,Dan Gauthier,12,0.000491
81133,Amy Acker,18,2.502031
27736,Tom Towles,20,0.000234
14671,Dick Van Patten,45,1.208155
42724,John Prosky,10,0.0108
11804,Duane Whitaker,30,0.000216
32290,Brenda Bakke,29,0.533154
23709,Joan Plowright,55,0.256599
1365727,Justino Díaz,7,0.000972
30351,Manuel de Blas,64,0.080109
238390,Jean Dalric,2,0.4
2477,Stephen Billington,14,0.193617
229668,Anna Lelio,7,1e-06
3417,Tony Goldwyn,41,4.49006
114099,Matt Cameron,1,2e-06
114100,Chris Duppenthaler,2,3e-06
114101,Justin MacGregor,2,2e-06
114102,Scot McIntosh,1,0.0504
132746,Emily Olson,2,0.000101
114104,Phil M. Price,1,0.8
114105,Nathan Rice,4,0.4
114106,Matt Shimkus,2,4e-06
132747,Evan Shimono,1,0.001905
114108,Mark Thomason,1,0
35980,Brooke Langton,17,1.170109
566987,Vanessa Parise,1,0.64
32544,Monique Parent,87,1.284658
230544,Dannielle Hall,1,3.7e-05
230545,Damian Pitt,1,1e-06
230546,Jenna Lee Connors,1,1e-06
1509310,Mundurra Weldon,1,8e-06
1642,Jean-Marc Barr,50,1.350447
47644,Frances Barber,44,0.008613
17290,Andrew Tiernan,40,0.006062
1163176,Alexandra Negrao,1,0.168
19776,Jean-Christophe Bouvet,41,0.480304
134216,Carlo Brandt,33,6e-06
96309,Chase Masterson,14,0.067036
185805,Jason Jones,24,2.5e-05
184470,C. David Johnson,3,0.4704
1239237,Kedar Brown,6,0.0504
104040,Andrew Tarbet,16,5.1e-05
36812,Sarah Lafleur,5,8.8e-05
40385,Marcia Bennett,27,0.007319
65758,Stephen Joffe,5,0.017426
63545,Hannah Lochner,12,0.21168
97878,Richard Lynch,80,1.074947
26491,Vernon Wells,64,1.823825
56117,Martin Kove,92,2.586739
8894,Jeff Conaway,41,1.628967
1490749,Brad H. Arden,1,0.003137
1490750,Sean Hines,1,0.008364
1490751,Carrie Bradac,1,0
74646,Stephen Wastell,4,1e-05
237332,Kwok Kuen Chan,2,0.005334
78872,Ken Chang,4,0.104429
25251,Lam Suet,145,3.087476
230776,Michael Chow Man-Kin,37,0.000504
120725,Yu Rong-Guang,44,3.833992
936610,Horace Lee Wai Shing,1,0.00648
64696,Chun Hua Ji,1,1.7e-05
88351,Chen Kuan-Tai,92,1.707782
118355,Lee Lik-Chi,21,4e-06
936611,Wang Zhen Lin,1,0
58012,David La Haye,28,6.7e-05
47944,Anthony O'Donnell,20,0.314265
102761,Jeff Nuttall,9,1.5e-05
578,Ridley Scott,23,8.700806
29091,Mia Sara,27,1.284786
16180,Robert Picardo,65,0.089338
80165,Alice Playten,15,0.000261
376,Arnon Milchan,3,1.266507
101608,Rob Bottin,4,0.007319
12659,Billy Barty,75,0.347771
100983,Ann Mollo,1,2e-06
10199,Peter Robb-King,1,0.4
62500,Adam Croasdell,8,0.000657
1211859,Ben Price,1,5.2e-05
186389,Richard Clifford,9,0.4
1373644,Paul Aves,1,6e-06
167310,Patrick Malone,1,1e-06
1373645,Pete Freeman,2,0
2964,Nicky Henson,25,0.000449
73774,Sun Hong-Lei,22,3.147249
643,Gong Li,35,4.192826
56861,Tony Leung Ka-Fai,121,1.542048
99785,Anoushka,13,0.004272
99786,Sharon Engert,1,0.168658
99787,Shelby Taylor,3,0.12
56124,William Zabka,27,2.007943
6715,Dana Ashbrook,27,3.246911
238923,Alex Jolig,3,2.1e-05
158221,Simmone Jade Mackinnon,5,0.934093
149563,Ethan Erickson,8,1e-06
44248,Ron Lea,54,1.058753
70999,Jennifer Nitsch,35,0.52
139419,Karen Cliche,8,6.6e-05
99185,Amy Sloan,16,1.7e-05
115343,Connie Sellecca,25,0.436229
56730,Cole Sprouse,15,7.674862
95686,Dylan Sprouse,19,1.612653
97185,Eric Jacobson,8,2.648152
63214,Sonny Carl Davis,56,0.001607
58414,Dina Merrill,34,0.94942
121144,Joseph Campanella,38,0.012274
477407,Louise Barnes,4,1.5e-05
110887,Jane Wheeler,13,2e-05
47882,Cynthia Gibb,37,0.101458
55779,John Schneider,65,0.667361
59176,Jenna Boyd,7,0.310778
41217,Tom Bosley,48,1.020835
102683,Julie Lynn Cialini,5,0
232230,Melissa Barmes,1,0.000292
232231,Nikki Fairchild,6,0.003336
101351,Ty Winston,2,0
232232,Stephen Francis,4,0.036
232233,Nissa Hall,2,0
232234,Nikki Giovacchini,1,1e-06
1629133,Jason Cutler,1,4e-06
151119,Amanda Waving,1,0.000276
151120,Steven Webb,3,1e-06
151121,Dan Finnerty,4,1.3e-05
151122,Nigel Lambert,3,0
146339,Lincoln Hoppe,10,5.9e-05
20523,Ronan Vibert,21,0.005788
19996,Kevin Bishop,21,0.8
31388,Naím Thomas,9,0
588053,Roger Coma,10,7e-06
174012,Brian Beacock,5,7.3e-05
571562,Steve Blum,21,1.4e-05
1228772,Melissa Fahn,3,0.000659
23764,Erika Eleniak,36,5.089472
169791,Nickol Tschenscher,4,2e-06
61164,Craig March,20,0.12
78685,Cameron Bancroft,32,0.014753
1218930,Eli Gabay,8,0.4
1665110,Frank Harper,9,4e-06
996519,James Bonn,2,0
1647716,Joseph Alfieri,2,0.000972
132079,Angelica Sin,13,0.00044
1187293,Wanda Curtis,11,0.5586
120995,Corey Pearson,4,1e-06
58707,Sunny Mabrey,18,2.562763
77803,Keri Lynn Pratt,16,0.331612
120996,Glen Badyna,2,6e-06
52308,Jason Carter,15,8e-06
26999,Chris Owen,20,0.38953
72246,Luca Zingaretti,50,0.369954
945958,Robert Farrior,7,4e-06
26669,Vincent Riotta,25,0.009857
177251,Sue Cremin,3,0.0504
1230895,Charles Fathy,3,0.8
1188343,Vincent Ricotta,2,0
1105263,Mario Opinato,11,0.002196
16851,Josh Brolin,64,11.211987
41819,Sarah Wynter,14,0.344162
1267328,Cyril Directie,1,0.003074
111058,Nikola Đuričko,37,1.577976
1054740,Sonja Damjanović,2,0
111040,Branko Vidaković,30,0.04536
36651,Nebojša Glogovac,36,0.909415
110977,Feđa Stojanović,21,0.000326
141125,Dušica Žegarac,43,0.068197
111128,Ljubinka Klarić,8,0.000335
111075,Boris Komnenić,19,0.0108
1318069,Džemail Maksut,5,0.032403
1052310,Radmila Tomović,5,5e-06
8351,Frederic Forrest,58,1.215296
944353,Jennifer Carmichael,6,0.168
1266341,Christian Pepin,1,0.036
162785,Harold Green,2,0.036
158374,Fred Henderson,13,0.000372
169732,Courtney Kramer,2,0.4
155212,Clara Bryant,3,0.168
10959,Shia LaBeouf,38,6.671103
51544,Mare Winningham,47,1.043342
154458,William Francis McGuire,2,0
217739,Nicole Dicker,2,0.002667
62134,Kevin Duhaney,8,3e-06
98801,Danny Wolske,2,0.000572
98802,Allen Nabors,3,0.000359
98803,Orly Tepper,3,0.00635
98804,Ronnie Gene Blevins,22,0.759418
52653,Laura Nativo,5,0.4
78021,Lloyd Kaufman,170,0.12864
98663,Lizzy Strain,11,0.000328
8809,Traudl Junge,3,0.000137
84497,Aaron Paul,34,5.672388
62866,Brittney Irvin,39,0.773524
41436,Andrew Airlie,27,1.661058
1394646,Tony Massil,1,8e-06
1212467,Natalia Cigliuti,10,5.3e-05
590999,Timothy Lee DePriest,9,0
55256,Julie Ann Emery,13,2.088941
1277051,Sticky Fingaz,10,1e-06
76461,Courtney Peldon,10,0.843268
92813,Suzi Lorraine,65,1.601221
98977,Zoe Moonshine,9,0.021168
1451202,Terry M. West,6,0
3198,Rodney Dangerfield,33,1.76863
1387597,Anita De Simone,1,0.000972
101606,Hamilton Camp,33,8.4e-05
14737,Doug Savant,18,0.000384
157095,Jenna Leigh Green,3,1.1e-05
117085,Wanda Cannon,16,0.074138
107491,Sebastian Spence,34,0.384028
60294,Steve Makaj,3,0.001054
158375,Andrew Johnston,2,4e-05
59240,Michelle Harrison,24,0.464491
17941,Domenick Lombardozzi,20,0.188209
82771,Malcolm Gets,6,0.168
11486,Michael Imperioli,51,0.74621
1983096,The Knack,4,0.004536
1232405,Doug Fieger,3,0.004854
1983213,Berton Averre,2,1e-06
1983216,Prescott Niles,2,1e-06
104276,Brooke Theiss,3,0.037828
1060194,Douglas Weston,5,6e-06
1022885,Will Swenson,7,0.041993
38710,Connie Young,5,0.264
226615,Daryn Tufts,4,0.00218
1386457,Michael Birkeland,3,0
63494,Kirby Heyborne,14,0.098784
42394,Bernard Curry,9,0.004032
133212,Ryan Kwanten,26,3.304995
187058,Fletcher Humphrys,4,1e-05
85354,Nick Tate,25,1.427895
78570,Ryan Johnson,5,0.8
59119,Ewen Leslie,19,0.000137
1003778,Joanna Ruiz,1,7.2e-05
145850,Jules de Jongh,12,0.027518
933883,Eric Meyers,13,0
1089912,Tom Clarke Hill,5,1e-05
1105723,Regine Candler,1,0.000629
1103603,Ben Small,7,0.036
271352,Mary Jo Deschanel,6,0.000197
154232,Heather Morgan,1,5e-06
25308,Vanessa Angel,30,0.57722
149402,Jenna Gering,3,1e-06
142636,Josh Holloway,9,3.111931
98298,Lahmard J. Tate,5,0.024697
117308,Nicole Tubiola,2,0.000174
40348,Phillip Glasser,9,1.03987
1122661,Steffanie Sampson,1,0.4
104619,Allie Moss,3,0
137429,Bindi Irwin,5,1e-06
100615,Paul Paddick,5,1e-06
53924,Kelly Rutherford,18,1.027499
76314,Channon Roe,15,0.0504
94978,Christina Pickles,17,0.015907
40046,Frank Gallacher,9,0.504
1936703,Lindley Joyner,1,0.00324
942019,Brooke Harman,3,0.418656
186939,Peter Curtin,4,0
1936704,Margot Knight,1,0.036
1936708,Anthony Martin,1,0
8699,Michael Nouri,49,0.859281
1250541,Matthew Ewald,1,1e-06
64236,David Wells,21,0.004212
23881,Timothy Busfield,31,1.564639
86170,Audrey Wasilewski,19,0.016822
83781,Robert Covarrubias,7,0
51977,Rick Cramer,11,0.513847
170366,David Storrs,4,0
154745,Kim Delgado,13,0
995641,Velda Bontrager,1,4.2e-05
995642,Mark Bontrager,1,7.7e-05
995643,Dewayne Chupp,1,0
995644,Dylan Cole,2,1e-06
995645,Matt Eash,1,0
995646,Sally Fisher,1,0
995647,Marty Fry,1,0
995648,John Groff,1,0
995649,Lisa Groff,1,0
995650,Andy Herschberger,1,0
19144,Shannen Doherty,39,1.793982
40551,Stephen Young,15,0.000136
182297,John H. Brennan,4,0.4
85168,Holly Uloth,9,0.001264
1235730,John Moore,4,0.00024
1607099,Anthony Badalamenti,1,0.0108
179543,Inny Clemons,4,0.4
1045628,Jade Dixon,2,1e-06
1228824,Eric George,1,0
87932,Renée Elise Goldsberry,11,0.620695
112645,Marci T. House,12,4.4e-05
32646,Monica Calhoun,16,4e-06
1534650,Morgan H. Margolis,3,0
93638,David Charvet,8,0
12134,Sally Kirkland,104,2.883138
154748,Jason Brooks,20,0.009324
67524,Leo Rossi,45,1.521083
33492,Robert Costanzo,54,0.713964
1314444,Anicka Haywood,1,0.002667
106883,Sage Kirkpatrick,7,0.009933
6916,Peter Jason,65,1.58842
95232,Denice Duff,16,0.012447
98051,Bret Roberts,24,0.275925
65833,Joseph McKelheer,10,0.000141
203788,Julian Garcia,2,8e-06
1520155,Christine Long,2,8.8e-05
1344836,Mikal Kartvedt,3,0.24
1225875,Ana Mercedes,2,0.24
67224,Gigi Lai,29,0.036147
74192,Stephen Fung,37,3.063926
118743,Conroy Chan,10,0.00047
74193,Sam Lee,69,0.741514
52575,Kelly Lin,24,1.436089
140478,Philip Keung,50,0.174255
1134966,Joe Lee Yiu-Ming,10,0.52
25252,Ruby Wong,19,0.512896
1404149,Silkk Tha Shocker,3,0.4
112318,Jeff Speakman,14,3e-06
1653176,David Brown,8,0.1776
78805,Laura Leighton,13,0.002195
32823,Gedeon Burkhard,38,2.236422
62714,Bryan Genesse,17,0.5776
99841,Paula Shaw,20,0.2352
98623,Stephen O'Mahoney,6,0.001361
98625,Tom Hoover,5,2e-06
92993,Trent Haaga,44,0.268618
97826,Jeff Dylan Graham,33,0
98627,Barbara Katz-Norrod,4,4e-06
98629,Christopher Suciu,1,0
98630,Jamie Star,1,0
13725,Meredith Baxter,48,0.256364
124312,Reagan Pasternak,14,0.002206
90130,Aaron Ashmore,19,0.032998
100456,David Heavener,22,0.000171
35350,Marc Singer,38,1.495792
20011,Margot Kidder,84,2.678803
13591,Richard Moll,57,0.001622
95796,Dan Martin,14,0.52
74289,Amanda Righetti,14,1.862388
931279,Hillary Crouse,2,0
1229697,Don Wallace,1,1e-05
5602,David Lynch,59,4.907398
6718,Jack Nance,33,0.340159
123516,Catherine E. Coulson,8,6e-06
124546,John Wesley Shipp,16,1.748464
1000068,Jerry Kroll,3,1e-06
98438,Kimberly Rowe,10,0.008255
1818,Paul Winfield,54,0.931442
156887,Brooke Davis,2,0
13307,Margaret Avery,22,0.743367
156827,Amy Reece,1,1e-06
154660,Jf Pryor,2,2.6e-05
4774,Jim Brown,48,1.431373
55841,Ron O'Neal,22,2.7e-05
174838,Gloria Allred,6,0.00022
151200,Dawn Stern,2,0.002198
60698,Tracy Nelson,23,0.085751
11089,Whip Hubley,25,0.00048
72986,Lukas Behnken,10,0.4
1789135,Corina Marie,1,0
523,Tom Jones,23,0.771698
9251,Marc Shaiman,5,0.033814
982,Sting,85,1.198877
55194,Mark Metcalf,22,0.003039
67704,Hugh Dillon,15,0.884688
20960,Rob Estes,23,0.07811
18704,Joe Lando,20,0.321342
29478,Rachel Blakely,8,0.009897
61696,Marie Matiko,9,0.019915
152489,Carmen Duncan,13,2e-06
7223,Christopher Lawford,11,0.13011
77133,Christine Lahti,47,2.315256
7866,Robert Pastorelli,21,1.683416
154963,Adrienne Wilkinson,8,7.4e-05
147200,Elisabeth Gracen,2,0.18552
1087170,The Amazing Kreskin,3,0.021168
1770593,Lizzy Mahon,1,0.055656
1019043,Danny Lopes,5,0.001891
1200306,Vincent Lamberti,3,1.6e-05
1019044,Christie Sanford,4,2e-06
74673,Felissa Rose,48,0.015704
98198,Raine Brown,27,0.12
86469,Esme Eliot,1,0.12
1876,Kai Wiesinger,50,0.160299
86470,Dallas Campbell,6,7.9e-05
20495,Jeff Fahey,104,4.173532
86471,Emma Willis,1,1e-06
128290,Cassandra Bell,5,0
293071,Elly Fairman,6,0.037145
59316,Max Brown,6,0.748094
64103,Emily Booth,23,0.000389
41687,Patrick Muldoon,53,1.159903
87003,Curtis Armstrong,45,1.583792
41269,John Beck,38,9.2e-05
42137,Lydie Denier,25,1.020338
1781028,Joe Avalon,1,0
158939,Redmond Gleeson,8,0.52
85949,Daniel Quinn,22,0.000652
38225,Cher,37,2.015926
16303,Céline Dion,33,0.160104
22021,Dixie Chicks,1,0.4
108551,Anastacia,6,0.8
8851,Whitney Houston,19,2.629056
87255,Cyndi Lauper,24,0.134628
82242,Stevie Nicks,16,0.001716
446511,Shakira,16,5.447216
26258,Kenneth Cranham,58,0.046444
139657,Rosanna Lavelle,2,0
740,Julian Glover,52,2.194721
107336,Anthony Valentine,16,0.002327
27822,David Ryall,40,0.033145
139662,Richard Sutton,1,1e-06
139664,Paul Bayfield,1,0
139665,Jason Round,3,0.05927
139666,Tim 'Nobby' Clarke,1,7.3e-05
552526,Andre B. Blake,10,0.56
927666,Michele Morgan,2,0.8
80761,Tangi Miller,11,7.3e-05
142377,Ebony Jo-Ann,3,0.4
154953,Sandra Prosper,4,0.000141
932191,Tammi Katherine Jones,3,1e-06
1108658,Angela Nirvana,1,4.2e-05
1004135,Collette Wilson,1,0.4
122747,O.L. Duke,5,0.000114
588292,Jay Wong,2,0
588293,James Marks,1,0
588294,Sandra Lee,1,0
588295,James Quedado,1,0
1080502,Sharissa,1,2e-06
154105,Merlin Santana,1,4e-06
156844,Lawrence B. Adisa,3,0.004504
976943,Laurence Brown,1,4.2e-05
64066,Philip Bolden,6,1.590644
89473,Mark Kerr,11,0.007319
89402,Bas Rutten,17,1.1e-05
82051,Mark Coleman,19,0.001557
81977,Royce Gracie,17,0.002227
115095,Dawn Staples,1,0.000395
115096,Eddie Goldman,1,0.168
81978,Ken Shamrock,53,1.032726
115097,Igor Vovchanchyn,19,0.01512
1120455,Brave Matthews,1,3e-06
1028557,Meagan Mangum,3,0.12
97868,Michael Sonye,14,0
1120456,Lunden De'Leon,6,0.098078
1120457,Constance Estevez,1,0
239956,Rick Irvin,5,6e-06
79008,Mona Lee Fultz,14,1.1e-05
57448,Eric Schweig,16,0.568191
945312,Noah Watts,3,0.000123
933686,Lois Red Elk,4,4e-06
87126,Michelle Thrush,10,5.2e-05
60722,Nathaniel Arcand,19,0.002684
84219,Chaske Spencer,13,0.000386
1379975,Joseph American Horse,1,0.036
1379976,Wilda Asimont,1,0.00112
5481,Liisa Repo-Martell,13,3.2e-05
156580,Marnie McPhail,12,5e-06
1234936,Diana Stevan,2,0
44237,Matt Cooke,10,0.000801
203731,Carlin Glynn,13,0.070056
52020,Norbert Leo Butz,9,0.00019
15455,Tate Donovan,39,2.633437
32798,Elisabeth Moss,48,4.352705
1720476,Henry Harris,10,0.192
53922,Ed Quinn,12,0.19768
1989581,Stefan Đorđević,3,1e-06
104053,Michele Greene,27,6e-06
179270,Bruce Dinsmore,22,0.870534
181247,Tyrone Benskin,24,0.1008
61660,Eugene Clark,42,0.8
119481,Chip Chuipka,9,0.12
58169,Vlasta Vrána,72,0.026797
34485,Lauren Holly,62,3.724332
8689,Barry Shabaka Henley,28,2.55655
191152,Chris Hoffman,5,5e-06
1888313,Alex Duncan,1,4e-06
1888320,Adam Pike,1,0.000408
1888321,Lynita Crofford,1,0.000123
1314357,Eddie Driscoll,7,3.4e-05
229565,Heather Beers,6,0.4
1070523,Jeremy Hoop,4,1e-06
1133440,Randy King,1,0.000175
107793,Adam Johnson,25,2.723823
1133442,Gary Neilson,1,0
1133443,Jackie Winterrose Fullmer,1,0
1133445,Diana Dunkley,1,0.00324
1135967,Lisa McCammon,1,0
54421,Janet Jackson,16,0.446183
62125,Missy Elliott,9,0.001229
1101427,Gil Duldulao,1,0.336
101687,Alison Faulk,6,0.138298
1101428,Nick Florez,1,0.000573
1101429,Kelly Konno,3,0.0504
1101430,Eddie Morales,1,0.008827
1101431,Laurie Sposit,3,1e-06
1101432,Kevin Wilson,1,0.23352
1093122,Michael Andrews,1,0.8
21359,Edoardo Ballerini,17,6.9e-05
42296,Gwen McGee,17,1.5e-05
28413,Carmen Argenziano,58,1.197918
87382,Iva Hasperger,6,1e-06
42974,Troy Byer,12,0.000253
9976,Henry Thomas,48,4.658425
550567,Sebastian DeVicente,2,0.4
55836,José Wilker,54,6e-06
282200,Renata Fronzi,17,0.00224
1269630,Charlene Amatavanich,1,0.007468
1269631,Van Ayasit,1,0.000171
545645,Prinya Intachai,7,0.4
1201501,Metinee Kingpayom,3,0.036
1269632,Mike Kingpayom,1,2e-05
87118,Michael Beach,56,0.218718
219261,Shelly Robertson,1,5e-06
66160,Twink Caplan,10,0.12
111243,David Backus,5,0.000122
83978,William Bassett,19,0.007512
1088058,Dan Merriman,2,0.4
98108,Rob Monkiewicz,6,1.2e-05
1414079,Diane DiGregorio,1,0.4
1414080,Elizabeth Hurley,1,0.4
1088051,Irene Joseph,2,0.00635
99152,Philip Barbour,2,0
932681,Jillian Byrnes,2,0.000343
932682,Marianne Hayden,1,5.2e-05
932683,Jennifer Servary,1,0
932684,Kevin Floyd,1,2e-06
42545,Ron Jeremy,280,13.571116
87395,Jay Kay,7,4.9e-05
78749,Hrithik Roshan,28,2.108772
76450,Ameesha Patel,30,2.9e-05
232828,Kiran Kumar,52,0.05927
86064,Mukesh Tiwari,42,1.1e-05
86784,Alok Nath,52,4e-06
225968,Kent King,3,1e-06
165275,Shireen Crutchfield,2,0.4
225969,Parris Washington,2,0.002196
1566442,Víctor Huggo Martin,4,0.000172
25911,Cecilia Suárez,20,0.157699
937451,Honorato Magaloni,5,5.5e-05
26458,Kevin Williamson,3,0.884362
1077260,Mark Lowry,19,0
974362,Bill Gaither,37,0
1077935,David Phelps,20,2.1e-05
1077261,Guy Penrod,19,0.002477
1134481,Jason Crabb,2,0.12
2481,Ian Bannen,65,2.197174
28476,Griff Rhys Jones,21,0.58732
11855,Geraldine James,53,1.235597
126540,John-Paul Macleod,6,0
126541,Rhys Tucker,1,0
79868,Boyd Clack,2,0.2352
126542,Sophie Sherrington,1,0
56859,Mark Bishop,1,0
2696,Allelon Ruggiero,4,2e-05
77174,Ron Lester,7,0.008028
1083976,Steve Rickman,2,0
196954,Thomas Merdis,1,0
1083981,John Rocker,1,0.003542
168658,Melissa Ponzio,4,0.779062
1083987,Jamie Renell,5,0.030058
1083993,Allison Kulp,1,0
72140,Michael Short,1,0.4
114035,Seamus Dever,4,0.065426
168395,Mary Margaret Robinson,2,0.52
590,William Sanderson,51,0.275199
12123,Jesse Vint,24,2.8e-05
20388,KaDee Strickland,18,2.073393
62645,Tory Kittles,18,1.143507
51995,Theo Rossi,14,3.050435
640108,Zette Sullivan,1,0.4
129227,Jennifer Capo,4,0.006305
927820,Jennifer Cantrell,2,3e-06
4177,Jake Weber,24,1.321501
76526,David Thornton,27,3e-06
138956,Shawn Huff,6,1e-06
105054,Candy Darling,9,0.0008
10369,Divine,22,0.056868
1798224,Samm Croft,1,0.4
42533,Justin Carroll,14,0.002115
1798226,Anna de Cardi,1,0.002722
74375,Cynthia Rothrock,59,1.707947
126102,Jonathan Dwayne,9,0.12
19728,Mark Harmon,39,4.120813
4133,Giuseppe Andrews,23,0.513721
46948,Kelly LeBrock,14,3.701829
140117,Byron Taylor,2,0.022653
1029046,Greg Melvill-Smith,6,3.2e-05
36055,Costas Mandylor,62,1.559661
583419,Joey DePinto,6,0.000292
198607,Diego Diablo Del Mar,3,1.9e-05
952654,Doug MacLeod,3,0.072
1204426,Cris Nannarone,1,1e-06
172934,Andy Maton,2,0.4
1204427,Femi Adeniyi,1,8.8e-05
585963,Braden Parkes,1,1e-06
559470,Emily Petta,3,7.4e-05
582833,Thomas Garner ,8,3e-06
179254,Graham Spillman,1,3e-05
149581,Stephanie Denise Griffin,1,0.000336
585964,Callie Waterman,2,0.197568
1205174,Jim Fitzpatrick,11,0.8
2051,María Conchita Alonso,50,0.932306
2076,David Warner,117,3.975267
112099,Lou Rawls,12,0.4
6908,Marc Macaulay,35,9.6e-05
94854,Tom Nowicki,33,0.004819
112100,Hank Stone,6,0
52483,Rus Blackwell,16,0.000137
112101,Holland Hayes,3,0
112102,Russell Warner,1,0.000101
1280944,Kelli Wilson,1,0.001807
1280919,Eric Shook,2,0.138298
1280948,Megan Glosser,1,0.000504
1280949,Gretchen Maxwell,1,0.000202
1280947,David Long,1,3e-06
1281005,Brittany Wisovaty,1,0.000122
1280930,Beverly Rankin,2,0
1280950,Julia Gommell,1,0
1280951,John T. Oertling,1,3.1e-05
1280952,Michale Dwiggins,1,0
6450,Faye Dunaway,90,5.562539
4139,Tom Skerritt,98,3.664908
20217,Janet Carroll,18,1e-06
395517,Dahlia Waingort,6,0.20064
1863111,Jan Howard,1,0.0108
1863113,Jeannie Seely,1,0.12
1469804,Robin Daugherty,1,0.52
82653,Mary Page Keller,16,0.00028
85154,Tony Denison,30,0.186092
25879,Geoff Pierson,19,0.63943
139747,Brian Poth,4,0
25309,Jim Storm,11,0.0216
1215961,Rick Hurst,12,0.051984
180691,Janine Theriault,10,7.2e-05
190078,Audrey Benoit,2,0.000108
1142864,Giuseppe Tancredi,1,0.019656
105499,Danny Blanco Hall,13,0.162637
1142866,Robin Wilcock,7,1e-06
179267,Catherine Colvey,9,2e-06
53934,Ellen Dubin,24,1.1e-05
110018,David Lipper,22,0.1668
1109517,Jo Marr,2,4e-06
548202,Barry Blake,6,0.000141
216211,Simon Peacock,2,0
59214,Cas Anvar,18,1.113468
116482,Eve Ensler,3,1.6e-05
85869,John Dennis Johnston,25,4.1e-05
8540,Danny Nucci,31,0.244776
124665,Wesley Singerman,5,0.00889
124666,Serena Berman,2,4e-06
124667,Corey Padnos,2,2e-06
124668,Megan Taylor Harvey,3,0.156
75327,Christopher Johnson,2,0.019656
124670,Lauren Schaffel,2,0.2136
94011,Bill Melendez,28,1.415945
61408,Timmy Deters,4,0
372883,Oksana Orlenko,1,0
303870,Nickolai Stoilov,2,0.12
133957,Luoyong Wang,9,0.002318
183813,Stephanie Childers,1,1e-06
571145,Stacey Slowik,1,4e-06
571146,Alex Diatchenco,1,0.4
326193,Tony Castillo,2,0
571147,Kelly Haizen,1,0.192
571148,Robert Varvel,1,0.000123
25854,Lucas Belvaux,18,0.005058
20080,Catherine Frot,53,2.13845
27163,Ornella Muti,93,5.63305
5079,Gilbert Melki,43,1.492184
77929,François Morel,59,8e-06
1446488,John Ort,2,0.12
2014590,Graciano Nunez,1,0
2014591,Melanie Wehrmacher,1,0
2014594,Hadley Tomicki,1,0
162513,Eric Millegan,2,1.5e-05
1063263,Beth Kennedy,7,0.547502
96498,Jeanne Cooper,25,0.00274
16170,Zach Galligan,38,0.001481
180582,Elizabeth Sandifer,7,0.000361
1082,Nina Petri,66,1.924964
4794,Maria Simon,35,0.056904
1003993,Petra Wright ,6,0
1118947,William Sanford,1,0.003468
1118948,Danelle Paige,1,0.000292
999580,Mike Einziger,6,1e-06
999583,Ben Kenney,4,0.036
239749,Rachel Nord,2,0.000101
1728875,Nancy Walters,2,0.000171
1728876,Alicia Bewernitz,1,0.001264
1728877,Devin McPherson,1,0.01512
1728878,Alex Alexander,1,0
1728879,Dan Welcher,1,0.004536
1728880,Kathy Gauthier,1,0
27804,Gunnar Hansen,30,1.7e-05
1728881,Karl Sinclair,1,0
1805994,Celia Xavier,5,1.1e-05
1807950,Stan Abe,1,0.000433
105177,Lada Boder,6,9.4e-05
1807959,Todd Davis,1,0
1807960,Jordan Liddle,2,0.036
544166,Jason Loughridge,4,0.000408
1227922,Edgar Allan Poe IV,6,0.000172
52023,Steve Railsback,54,0.132418
1779504,Adam Woolf,1,0
1482164,Milan Murray,2,0.00324
1838610,Guy Raphaely,1,0.070056
1529294,Anton Voster,1,0
107526,Brett Goldin,3,0.001143
1184628,David Dukas,10,0.021141
1753635,Nina Wassung,1,0
85501,James O'Shea,6,0.12
12021,Mia Farrow,57,2.172747
156780,Julia Whelan,5,0.029635
44301,Cliff DeYoung,33,1.406124
37041,Andrew McCarthy,56,1.82141
1239283,Betty Linde,7,0.000658
37979,Emily Holmes,26,0.189014
222250,John Scott Mills,1,0.002895
222252,Dina Osmussen,1,0.000292
177327,Ginny Harman,1,0
