aid,actor_name,movie_credits,popularity
171633,Victoria Clark,6,0.045307
168262,Davis Gaines,1,0.4
1026186,Lisa Vroman,1,0
3229,Arliss Howard,41,1.130067
26513,Debra Winger,30,2.454484
12406,Paul Le Mat,32,0.034637
4301,Angie Dickinson,77,1.393717
2536,Michael Parks,69,0.393264
97598,Alex Van,18,0.12
71530,Romany Malco,24,1.402282
4529,Sylvie Testud,73,1.041425
5444,Philippe Nahon,59,0.169526
35077,Didier Flamand,55,0.278051
65524,Ioan Gruffudd,44,5.354259
29528,Matthew Rhys,26,2.612356
51879,Kenneth Griffith,49,1e-06
185830,Ruth Madoc,3,0.003616
236309,Radcliffe Grafton,1,1e-06
32747,Stephen Lang,74,4.433593
32749,Alex Diakun,13,3e-06
32750,Brian Jensen,5,1e-06
32751,Mark Acheson,17,7.1e-05
32752,Jerry Walliser,1,0.036
583061,Michael Kopsa,36,0.48371
37029,Peter Kent,12,0.091728
111946,Britney Spears,30,1.155988
1215879,Brian Friedman,2,7.1e-05
1749219,Aminah Abdul-Jillil,2,0.4
1503030,Nancy Anderson,4,0.000179
2008753,Andre Fuentes,1,0.4
1775929,Brooke Lipton,2,0.000172
101688,Leo Moctezuma,3,0.12
2008749,Gabriel Page,1,0.4
2008750,Angela Randle Elgani,1,0.4
104905,C.C. Costigan,7,0.00104
163529,Brian Heidik,4,3.9e-05
41978,Samantha Phillips,29,0.048677
1204600,Vince Calladi,1,0.021168
1204601,Anthony Fettes,1,0
213734,Sean Juergens,9,3e-06
240611,Everett Rodd,16,0.1008
30485,CCH Pounder,45,0.631729
84685,Brent Jennings,21,7.7e-05
3085,James Caan,103,3.296808
4735,John Doman,22,3.938357
8350,Sam Bottoms,28,0.108756
52330,Alexandra Kamp,21,1.56
78279,Masakatsu Funaki,15,0.003909
9811,Fred Williamson,90,3.765674
553282,Yasunori Matsumoto,27,0.0216
122726,Hikaru Midorikawa,44,0.005748
81244,Akira Ishida,48,3.706234
1462944,Maria Kawamura,7,3.9e-05
9705,Takahiro Sakurai,55,2.059469
1241722,Isamu Tanonaka,12,0.12
555550,Yuri Shiratori,17,0.006796
616,Gorō Naya,34,0.705732
550087,Masami Suzuki,4,0.2352
75341,Gary Coleman,24,0.056185
182307,Big Bad Voodoo Daddy,2,1e-06
1081339,Thia Gonzalez,1,0
1081340,Dustin Scott,1,0.038526
1081341,Robert Perrea,1,5e-06
1081366,Sherri Goen,1,0.042336
1081367,Carlos Stevens,1,3e-06
1081368,Elizabeth Pilar,1,0
1081369,Bill Facker,1,0
951578,Sally Jackson,1,0
1081370,Ann Dasberg,1,1e-06
1081371,Rey Dupre,1,0.00024
52048,Blake Foster,6,0.000116
156877,Michael Purvis,1,0
206540,Anton Tennet,1,0.00324
60383,Todd Emerson,3,3e-06
941439,Olivia Tennet,7,4.9e-05
1115705,Anna Wilson,1,2e-06
62127,Lonette McKee,19,0.044986
342,Eugene Byrd,19,0.87008
154092,Barbara Montgomery,4,0.12
1183862,Samantha Brown,1,0.03024
86462,Kirk Jones,14,0.007704
176762,Todd Williams,2,0.011004
1183864,Jacqui Parker,1,0.0108
1183865,Naheem Allah,1,8.8e-05
1183866,Susan Alger,1,0
132078,DJ Qualls,23,2.221132
137161,Colin Fox,32,1.68
1233013,Tom Rack,5,0.001905
29463,Michael Sinelnikoff,13,0.04167
1111484,Ryan Massey,5,0.002722
179421,Gordon Masten,12,0.032403
1020818,Matthew Smiley,3,0.001361
1225337,Anik Matern,2,0.56
66934,Steve Adams,12,1e-06
1002575,Donny Foster,1,2e-06
1002576,Greg Gonsior,1,0
1002577,Nick Judkins,1,0
1002578,Brandon Kindshy,1,0.000122
1002579,Andrew Merton,1,0.000122
1002580,Tyler Rowen,1,0
174837,Yolanda Adams,3,1e-06
4724,Kevin Bacon,82,5.225552
36190,Edie Falco,38,1.279142
74126,Nelly Furtado,7,0.027518
96085,Sean Lennon,10,9.2e-05
96082,Yoko Ono,39,0.000626
55148,Sean Maher,17,0.278928
1223993,Paula Cale,5,1.861705
21215,Elise Neal,27,0.79912
856,Ben Gazzara,94,2.882816
189816,Joe Cirillo,5,0
985096,Tony Conforti,3,2e-06
44765,William Lustig,11,0.003137
101615,Frank Pesce,35,0.00635
16525,Joe Spinell,57,0.127053
126471,Tom Amandes,15,0.167198
94793,Roy Billing,28,0.000304
210276,Brittany Byrnes,4,2e-06
212050,Imelda Corcoran,3,0.003486
207938,Rhonda Doyle,2,0.4
1155474,Brendan McCarthy,6,0.000363
1634530,Colin Borgonon,2,0
1634526,Hayley Sullivan,3,0
11356,Imelda Staunton,63,1.719817
175368,Frank Kelly,9,4e-06
73287,David Wilmot,26,0.010531
62105,Kerry Condon,21,1.73941
1066606,Andrew Lovern,2,0.000572
95664,Ed Byrne,10,0
140230,Niall Toibin,16,6.9e-05
10746,Geoffrey Palmer,33,0.010941
25074,Stanley Townsend,29,0.349376
228625,Jasper Steverlinck,1,0
228627,Kyoko Baertsoen,1,0
6008,Harry Shearer,47,2.628522
60181,Kevin Mitnick,4,0
127286,Steve Wozniak,9,0.070897
127292,John Draper,3,0
84690,Brian Benben,9,0.011427
17421,Wallace Langham,31,1.041951
1212,Laura San Giacomo,23,1.877551
80742,Martin Mull,41,1.628331
21618,Victoria Tennant,26,1.014917
101798,Victoria Snow,15,0.000171
30608,Ricky Mabe,16,0.000581
179263,Samantha E. Cutler,1,1e-06
104509,Jeff Wincott,26,0.76
180203,Claudia Besso,9,0.055
29466,Russell Yuen,30,0.723758
1664547,Ellina McCormick,2,0.12
117474,Scott Plank,12,0.015389
522,Rod Steiger,112,2.829592
56584,Bam Margera,51,3.469057
117289,Brandon DiCamillo,24,0.006024
117259,Chris Raab,15,0
117256,Rake Yohn,18,0.000466
110068,Ryan Dunn,36,1.33447
104033,Deron Miller,16,0.000287
117260,Jess Margera,17,0.000292
117277,Chad I Ginsburg,8,0.4
117279,Chris Aspite,4,1.5e-05
1710959,Mark Hannah,2,0
1048370,Genna G,1,0
23214,Debrah Farentino,14,1.573673
31140,Mary Stuart Masterson,35,0.705828
74073,Rosalind Chao,27,0.287668
2683,Glenn Plummer,52,0.862117
37203,Jason Beghe,23,2.66716
549095,Cindy Oliver,1,0
549096,Huan Bui,1,0.4
549097,Ninh Le,1,4.1e-05
13021,William Baldwin,47,1.095262
31167,Elizabeth Mitchell,16,2.457069
2059,Adam Baldwin,60,2.847461
56585,Steve-O,39,1.863405
9656,Johnny Knoxville,56,4.319923
56586,Chris Pontius,26,2.289066
78840,Jason Acuña,28,0.005859
76365,Preston Lacy,22,1.420103
115428,Ryan Simonetti,12,0.000334
1706508,Nick Dunlap,5,1e-06
148312,Christian Toulali,1,6e-06
141225,Heather Marie Marsden,10,0.011557
1023,Niels Olsen,34,1.1e-05
91635,Asger Reher,17,1e-06
72911,Henrik Koefoed,21,3e-06
64122,Søren Pilmark,38,1.989963
153138,Peter Johnson,1,0.52
1442024,Herbie Fletcher,1,3.7e-05
1442025,Dibi Fletcher,1,0.000661
1442026,Christian Fletcher,1,2e-06
3284,Bruce Springsteen,68,1.068877
4800,Gena Rowlands,66,2.746972
350,Laura Linney,53,4.815211
46593,Emile Hirsch,34,2.404353
6906,Lee Tergesen,33,1.662247
63859,Scott Gibson,18,0.000266
1137050,Amy Stewart,6,3.5e-05
20196,Boyd Banks,75,5.5e-05
166522,Andrew Moodie,9,0.004792
52037,Robert Ri'chard,14,0.053194
21369,Gloria Reuben,27,1.525391
15531,Ossie Davis,62,2.805447
15532,Ruby Dee,60,1.074085
77353,Jasmine Guy,20,6.2e-05
70243,Eartha Kitt,33,0.58281
203146,Michael Begley,2,0.592
41977,Jarod Carey,10,0.001441
104516,Doria Rone,10,2.1e-05
41955,Griffin Drew,34,1.358
107198,Bobby Johnston,24,0.494346
134134,Jenna Mattison,2,0.000292
566049,Vince Vouyer,44,0.006943
42222,Kim Dawson,31,1.301469
1577299,Nancy O'Brien,3,0.005897
218176,Terry Brunk,22,0
33016,Terry Funk,52,2.8e-05
543515,Mark LoMonaco,88,0.009988
935584,Masato Tanaka,8,0.001361
1245462,Kouhiro Kanemura,2,0.001361
55093,Scott Baio,23,0.599536
11521,Kristin Minter,19,0.228816
168648,John Seitz,11,7.2e-05
96892,Shuler Hensley,7,1.1e-05
1000369,Adrienne Wehr,2,0.0504
289399,Jennifer Martin,1,7.2e-05
1108600,Rose Bray,1,0.001361
1108601,John Bechtol,1,0.4
189892,Rosemary Prinz,1,0
1108602,Jody O'Donnell,1,0
232667,Jim Tin,2,7e-06
232668,Julie Edenhurst,2,0
232671,Lena Ramon,14,0.0002
1089700,Antoinette Abbott,4,0.036
555955,Rieko Miura,8,0.000143
112277,Michiko Neya,15,0.352383
225656,Masami Iwasaki,5,0.006796
1169634,Hozumi Gouda,13,0.000336
219752,Hiroki Takahashi,9,1e-06
110015,Rachel Hunter,28,0.004061
785,James Russo,96,0.700794
15282,Matt Battaglia,13,1e-05
109529,Scarlett McAlister,11,4.9e-05
169725,Alaina Huffman,8,0.755847
183048,Stephanie Vogt,4,0.0504
2858,Paige Carl Griggs,2,0.002039
94149,Ron Roggé,14,0.012114
86920,Pato Hoffmann,5,1e-06
950842,Robert Graham,2,0.07056
4955,Dario Argento,25,0.863066
12800,Carmine Giovinazzo,10,2.8e-05
90610,Vincent Ventresca,18,0.569617
1159,Steven Bauer,75,4.138992
35552,Majandra Delfino,12,0.049827
19151,James Eckhouse,17,0.014818
1380121,Stephen Burleigh,2,0.01512
1352682,Jack Laufer,4,0.12
1175469,Michael Horton,7,0.00635
123728,Allan Wasserman,10,0.00032
223642,Blake Cousins,2,0.0108
223641,Brent Cousins,1,8e-06
1092513,Kelvin Antonio,1,0.036
1092515,Kevin Antonio,1,0.000471
1092516,Orlando Smith,1,0
1092517,Kevin Peterson,2,0.0468
26847,Adam West,63,1.647864
1768288,Brick Randall,4,0.000158
98102,William Smith,104,2.29209
97820,Del Howison,14,0.4
1768289,Meredith Rinehart,1,0.12
1768290,Nicole Liberty-Whitlock,1,1e-06
1768291,Julia Anna Thurman,1,0
1768292,Luther Robinson,1,0
566297,Norman Schwarzkopf,2,0.12
566298,Ramsey Clark,2,0.000241
1494396,Karim Tarek,1,5e-06
1494397,Riyad Echahi,1,1.4e-05
1494398,Sihem Benamoune,1,0
1083559,Zakariya Gouram,3,5e-06
1200563,Abdellah Taïa,1,6e-06
1494399,Mustapha Khaddar,1,0
1494400,Farid Tali,1,0
1494401,Mehdi Jouhar,1,0.009072
1494402,Roschdy El Glaoui,1,0
1494403,Mohamed Garca,1,0
39188,Edward Woodward,34,1.597058
1185039,Angela Nicholas,19,1.643812
1781604,Frank Mercuri,2,0.4
132141,T.J. Cummings,48,0.369079
88586,Mia Smiles,15,1e-06
997601,Dee Summer,6,5.2e-05
1292002,Evan Kennsington,2,0.001652
16554,Richard Crenna,64,3.60127
94984,Chris Olivero,5,4e-05
1465158,Patrick David,2,0.000343
1263310,Unwound,1,0.000336
1263311,Sleater-Kinney,1,0
1263312,Tullycraft,1,0.07056
1263313,Some Velvet Sidewalk,1,0.012446
1263314,Henry's Dress,1,0.12
1263315,The Make-Up,1,0.168
1263316,Dub Narcotic Sound System,1,8e-06
1263317,The Peechees,1,0.004536
1263318,Further,1,0.001769
1263319,The Hi-Fives,1,0
153783,Richard Ian Cox,16,0.8
78303,Jimmy Kimmel,25,2.597285
79961,Travis Pastrana,31,1.3e-05
6355,Roy Scheider,68,3.457383
2133,Dina Meyer,51,4.49115
18687,William McNamara,52,0.128796
196358,Barry Lynch,9,0.000144
43461,Endre Hules,13,0.0576
206493,Cassandra Hepburn,2,3.9e-05
169702,Haskell V. Anderson III,3,0
1332016,Gabriella Bern,1,3.6e-05
60486,Darris Love,7,0.081319
231774,Darontay McClendon,1,0.000801
231775,Don Cambell,1,0
231776,Six Reasons,2,0
95643,Angela Gots,5,0.098784
14416,Robert Hays,37,0.37952
13420,Ellen Greene,27,2.423489
167114,Lynnda Ferguson,1,6.7e-05
22474,Sean Flynn,9,9.9e-05
18972,Danny Masterson,25,0.294736
228141,Dree Hemingway,22,2e-05
60764,Laura Putney,3,0.001905
65123,Shirly Brener,14,0.12
42208,Gulshan Grover,170,0.004046
88099,Tara Price,6,0
100960,Jean Carol,5,0
195109,Elizabeth Perry,3,0
1212619,Robert Merrill,6,0.000469
945719,Chad Fernandez,2,0.000972
1151438,Jayme Fortune,2,1e-06
1289543,Gershon Mosley,2,0.000342
1289544,Ryan Kenreich,1,0.0108
1060071,Danny Gonzalez,1,5e-06
1289545,Mike Peterson,2,0
1289546,Ben Pappas,2,3e-06
1289547,Renton Millar,1,1e-06
76050,Chet Thomas,3,0
1023595,Matt Mumford,3,2.6e-05
61662,Derwin Jordan,5,0.0008
60605,Dexter Bell,11,0.323786
172990,Alonso Oyarzun,4,0.006447
1114039,Tyson Fennell,1,0.0504
200628,Jordan Fennell,1,0.0504
185102,Jackie Richardson,8,0.005334
178058,Karen Robinson,9,0.000106
60609,Doron Bell,13,0.000122
74278,K. C. Collins,14,0.000143
1226191,Martin Villafana,3,1e-06
76657,Anthony Field,64,0.490293
76655,Murray Cook,52,0.002097
86855,Greg Page,19,0
76662,Jeff Fatt,52,0.0004
1557005,Madelon Thomas,1,5.1e-05
1557006,Billy Schneider,1,0.004212
1557007,Madeline Rogan,1,0
1557009,Peter Dylan Rogan,1,5e-06
32895,Kevin James,26,2.745329
82406,Paulina Porizkova,14,0.599154
21624,Judd Nelson,83,1.551865
16476,Larry Drake,30,1.056101
943901,Jake Eberle,1,6.7e-05
1363961,Todd Sandler,2,0.000172
82731,Ben Folds,5,0.4
567290,Robert Sledge,2,0.01404
567291,Darren Jessee,2,0
104667,Tom Montreal,2,3e-06
101349,Jezebelle Bond,22,0.123642
180851,John Scherer,1,0.000292
126363,Martin Jarvis,27,0.196363
1374306,Tien Fran,1,0.01404
1374308,Lauren Montgomery,2,0.002722
97871,Mia Zottoli,32,0.895961
43507,Eddie Jay,6,0.005897
534,Mark Boone Junior,70,4.727374
4886,Norman Reedus,53,8.949131
5274,Patrick Bauchau,77,1.762313
4452,Lisa Marie,14,0.215158
16897,Sidney Poitier,58,2.0382
19957,Wendy Crewson,64,2.517197
9572,Mary Alice,17,2.00907
990733,Cody Newton,4,0.072
6721,Piper Laurie,66,2.402704
11867,Eric Mabius,38,2.08343
1088688,Aidan Campbell,2,0.001361
1088689,Dale Watson,2,0.00889
977061,Jesse De Luna,4,0.00235
37027,Lew Temple,38,0.881593
162003,Tony Frank,7,0.12
105278,Scott Anthony Gould,2,9.5e-05
166155,Nick Pellegrino,5,0.000141
15193,Herbie Hancock,31,0.086652
46392,Lou Reed,45,0.011808
7487,David Bowie,83,3.005352
3034,Corey Feldman,73,2.678138
106864,Shannon Malone,3,0.274352
1232370,Mikki Padilla,4,0.015336
204670,Len Cordova,1,0
100173,Maggie Rose Fleck,3,0.01512
938198,Josh Covitt,2,0.4
106911,James Black,25,0.006797
97621,Brinke Stevens,174,1.316034
99053,Ariauna Albright,27,0
61956,Chuck Williams,14,0
1685833,Ward Boult,2,0.091728
25298,Tammi Sutton,6,0.004536
18,Brad Garrett,43,2.476459
13525,Matt Craven,41,0.702607
20899,Peter Riegert,46,1.138939
75316,Hal Sparks,16,0.5704
51040,Sarain Boylan,10,0.077477
58630,Shane MacGowan,12,1.3e-05
39516,Nick Cave,36,0.017788
1192696,Victoria Clarke,1,0.000122
1192697,Maurice MacGowan,1,0.12
1297964,Richard Angrignon,1,0.0108
1297965,Stéphanie Aubry,2,1e-06
1297966,Jessie Beaulieu,1,0.0504
1297967,Eric Benton,1,0
1178225,Eric Cabana,2,0.00324
1177056,Claude Demers,1,0
1297968,Véronique Jenkins,1,1.1e-05
1297969,Sophie Lavallée,1,0.168
1297970,Daniel Lortie,1,0
1297971,Caroline Portelance,1,0.010247
1219582,John Bradley,6,0.001568
26666,Amanda Pays,19,0.721601
104791,Cathy Lee Crosby,11,0.019559
78618,"Pat Harrington, Jr.",46,0.027233
21259,Michael Dudikoff,46,2.259936
80634,Mary Jo Catlett,14,0.000432
1100350,Hayley Sanchez,1,0
95866,Billie Joe Armstrong,23,0.013645
95868,Tre Cool,13,0.12
95867,Mike Dirnt,12,0.004855
44755,Dan Sonney,4,4.2e-05
86250,Frank Henenlotter,10,1.2
1308746,Mike Vraney,2,0.4
1796831,Carol Friedman,1,0.01404
1796832,Margaret Sonney,1,0
1112211,Shari Mann,6,0.004536
1035195,Jorge Cordova,1,0.4
168172,Nicholas Guilak,7,1e-06
97823,Joe Estevez,131,0.495986
25912,Ricardo Molina,4,0
1106549,Sarah Duran,1,0.000292
1106550,Tiffany Lawrence,2,0
1106551,Jorge Soriano,1,1.3e-05
1106552,Aaron,1,0.00024
1106553,St. Il de Lugo,1,5e-06
1106554,Michael Sidney,1,0.000241
109440,Kelton Pell,7,1e-06
1135985,Paul Kelly,4,0
2585,Eric Clapton,92,1.6812
100194,Andy Fairweather-Low,11,0.4
100199,Billy Preston,13,0.0108
1124459,David Sancious,5,0
109800,Nathan East,9,1e-05
230254,Steve Gadd,10,0.07056
130160,DJ Q-Bert,5,6.5e-05
1317514,Yogafrog,2,4e-05
1708168,D-styles,1,0.004536
1708169,Flare,1,0.4
1170017,Buckethead,5,0
174410,Susan Pari,2,0.036
1237625,Paul Gittins,4,0.002667
41419,Hugh Laurie,59,4.458315
10966,J.K. Rowling,10,2.25574
58034,Gavin Scott,2,0.00043
80406,Kevin Smith,11,0.002667
220111,Angela Marie Dotchin,4,1e-06
197767,Geoff Dolan,3,1e-06
2878,C. Thomas Howell,123,2.660381
167035,Bruce Hopkins,3,1e-06
173384,Ross Duncan,2,0
221143,Andrew Robertt,5,0.004536
206551,Kim Michalis,1,1e-06
11338,Stephen Papps,6,0.57009
1375208,Dean Butler,1,0
106297,Chuck Schuldiner,4,1e-06
105657,Richard Christy,10,0.5704
106299,Shannon Hamm,3,7.7e-05
106298,Scott Clendenin,3,0.32928
149505,Scott Hamm,2,0.000292
62065,Bree Turner,18,1.292302
1004238,Torrey Dickinson,1,0
1124595,Eiji Ezaki,3,0
558036,Mike Vallely,16,0
10080,JoBeth Williams,58,0.91194
996484,Jennifer Lewis,4,0
10379,Victor Slezak,17,0.076755
1213786,Brent Spiner,39,1.552438
15799,Lenny Von Dohlen,24,0.006105
59846,Joanne Baron,38,0.914096
185429,Paris Jefferson,9,0.712
30613,Keith Carradine,90,1.859353
236708,Jackson Raine,1,4.1e-05
236709,Khoa Do,1,0
152491,Peter Carroll,6,0.027518
26855,Wi Kuki Kaa,3,0
236710,Piripi Waretini,1,0.008891
187038,David Webb,3,0
236711,Bay Abbey,2,1e-06
135407,Brigitta Dau,8,2.9e-05
1088082,Lisa Gordon,1,1.1e-05
155380,Josh Holland,4,7.2e-05
168387,Paityn James,3,0.00112
1088083,Michael Moon,2,0.52
37006,Justin Urich,10,0.336
1088084,Jason Wolk,1,0.00324
10222,Roger Moore,76,9.320999
5789,Horst Buchholz,66,0.070809
1946291,Black Prince,1,5.2e-05
1946292,Omar Cook,1,2.6e-05
987,Lenny McLean,6,1.5e-05
7621,Courtney Love,34,0.991036
1946293,Frank DeMaio,1,2.6e-05
1946294,Alan Crosley,1,0
100172,Elizabeth Ince,6,0.000296
98817,Debra Mayer,15,0.000922
100174,Marc Newburger,2,0.07056
99819,Kaycee Shank,4,0.00047
100175,Alex Peabody,1,0
100176,Lindy Bryant,1,2.8e-05
94664,Gary Schmoeller,3,3e-05
83387,Robert Donavan,49,0.031559
228994,Thais Valdés,4,1.5e-05
228995,Nacho Lugo,1,0
228996,Daisy Granados,21,0.098784
228997,Paula Ali,8,0.004304
25102,Andrea Bruschi,8,3e-06
1094070,Claudia Abbate,2,1.1e-05
1094071,Giuliano Polgar,1,0.000101
1094072,Emilia Marra,2,0.01512
1094073,Maurizia Grossi,1,0
1094074,Paolo Di Gialluca,2,1e-06
1094075,Erika Manni,1,0.001361
98206,Joe Zaso,25,0.11783
1094076,Chiara Pavoni,7,1e-06
220753,Charlotte Roche,2,0.098784
78190,Chris Eigeman,12,1.004374
111195,Jamie Harris,25,0.001609
86310,Connie Britton,27,4.365215
117315,Ruthie Henshall,8,0.017779
182287,John Barrowman,13,0.807507
1781025,Andrew Martin,1,5e-06
1379445,Steve De Forest,2,0
589700,Richard Meese,4,0
30051,Willie Aames,21,0.080937
2012019,Tracy Henao,1,0.036
1928660,Brian Lemmons,2,8.8e-05
1064533,Brady Williams,2,0.12
198190,Maylo McCaslin,2,1e-06
2012020,Les VanValkinburgh,1,0
2012021,Joshua Burgeson,1,0.12
101350,Chelsea Blue,11,0.008827
88338,Joe Souza,10,0.82376
41988,Dru Berrymore,26,0.096368
1275384,Paul D'Napoli,1,3.1e-05
1275385,Nikita Cash,7,0.168
105279,Darby Daniels,15,0.002582
123476,Joe Satriani,20,0.000136
9979,Peter Coyote,125,5.719587
17486,Alison Pill,40,2.63832
12483,Peter Dvorsky,9,2.5e-05
170953,Paul Hecht,9,0.01512
1003533,Susannah Hoffmann,3,0.001295
17638,Cliff Saunders,11,0.23352
198873,Elva Mai Hoover,8,0.000319
2106,Walt Disney,130,3.635898
61303,Dick Van Dyke,44,0.989785
1196671,Toniet Gallego,1,0.428064
117090,Kenny G,7,0.56
1156942,Frank Ferrante,1,5e-06
154472,Roy Abramsohn,10,4e-06
174111,Marguerite Lowell,1,0.000323
78798,Tom Kenny,110,2.046478
108958,Chloe,11,6e-06
41979,David Christensen,18,0.066372
104751,Burke Morgan,16,1e-06
530,Carrie-Anne Moss,47,11.026584
1331,Hugo Weaving,71,11.274003
1862352,Briana Shipley,1,0
1862353,Andrew Fugate,1,3e-06
127589,Rick Macy,16,0.004391
430313,Jan Broberg,13,0.8
7174,Ray Charles,23,1.3e-05
1196294,Diane Schuur,1,0.001714
220710,Houko Kuwashima,25,0.001098
624,Yoshiko Sakakibara,35,0.000238
84508,Takehito Koyasu,60,0.493389
1252715,Chiharu Tezuka,2,8e-06
1242970,Rumi Ochiai,1,0
106860,Danny Pape,25,0.168
43508,Anthony Skordi,12,0.56
1208959,Daniel Busch,4,5e-06
1480753,Nancy Vee,9,0.138298
43512,Stella Porter,7,7e-06
562699,Stephanie Jones,2,1e-06
17348,Muse Watson,29,0.027297
552467,Michael McCleery,5,1.6e-05
562700,Anthony Nicosia,2,0
562701,Mary Kathleen Gordon,4,0
562702,John Gavagin,1,2e-06
562703,Kristian Hans Horn,2,0
562704,Coryanne Sennett,1,0
562705,Danny Farkash,1,0.4
562706,Tara Farkash,1,0.171336
1760242,Jeremiah Alley,1,0.00324
1066319,Robert Nolan Clark,6,2e-06
66643,Rosemary Garris,3,0.001568
1526634,Craig Hawksley,2,1.4e-05
1760243,BJ Lange,1,0.0108
1760244,Jennifer Losi,1,0
1760245,Chuck McKiel,1,0.000972
1238589,Jamie Rivera,1,0
102778,Brock Roberts,2,0
1760248,Mary Schnitzler,1,0
1337691,Stephane Grappelli,2,0
1337692,Patrice Caratini,1,0.004536
1337693,Marc Fosset,1,0.52
189336,Martin Taylor,2,0.000972
43509,Richard Neil,4,0
151927,Gina Ryder,12,0
97875,Felony,10,4e-06
1287055,Rich Lounello,13,0.003052
545112,Abigail Morgan,1,2.2e-05
545113,John Doe,8,0.14112
545114,Michael Kevin Walker,1,0
22820,Jenna Stern,6,1.616101
170384,Kim Brockington,3,2e-06
545115,Marc Ardito,1,0
1924783,Tyrus Woodson,1,0.00635
1924784,Jillian Buckshaw,1,0.012701
1924785,Joshua Allan,1,0.000292
1924786,Jeffrey Michael,1,1e-06
1924789,Rob Roth,1,0.003734
74310,John Anton,7,0
1081527,Lauren Kain,3,1.4e-05
1903460,Danny Ray Cook,1,8.8e-05
1526612,Todd Brunswick,1,1e-06
222248,Tommy Brunswick,2,3.9e-05
1461699,Philippe Spurrell,1,9.5e-05
1192356,mike wiebe,1,0.00324
1192357,adam lockhart,1,0
1192358,Daniel Villarreal,5,2e-06
1192359,Noe García,1,4e-06
1236187,Freda Payne,7,0.8
1372421,M.C. Hammer,7,1e-06
62073,Mikki Val,6,0
1424390,Ali Woodson,1,0.000123
1049968,Cindy Herron-Braggs,2,0
1424391,Tee Phillips,1,0.8
1209544,Saša Anočić,6,0
231618,Gyula Bodrogi,28,1e-05
1209547,András Fésös,1,0.07056
127252,Sergio Hernández,21,0.0102
1209550,Vjekoslav Janković,4,0
1078973,Đorđe Kukuljica,4,0.32928
1209552,Besim Kurti,4,0
1209553,Arben Lami,1,0
1209554,Camilio LeBert,1,0
1192880,Damir Lončar,13,7e-06
49,Maria Bello,50,5.510636
83634,Xia Yu,25,2e-05
3982,Xander Berkeley,86,5.292868
30781,Bill Hayes,7,0.896
174563,Paul Pape,8,6.9e-05
88519,Evan Richards,9,0.32928
1089174,Jessica Golden,3,3.9e-05
1031247,Roger DeCoster,2,0.0108
1031248,Paul Carruthers,1,0.168
1031249,Jeff Ward,5,0.052219
132629,Bruce brown,1,0
13565,Steve McQueen,40,4.228942
103841,David C. Hayes,15,2.6e-05
227014,Alison Krauss,11,0.628
76139,Emmylou Harris,23,1e-06
942536,Gillian Welch,6,0.008256
1275510,Marc Anthony Donais,3,0.428064
1275513,Nicholas Conlon,1,7e-05
1275514,Danne Taylor,1,0.05328
1275515,David Divita,1,0.52
1036808,Johnny Urbon,2,0.4
1275517,Neil Tadken,1,0.156
238715,Jack Kerouac,5,0.168
110589,Allen Ginsberg,56,0.00337
143280,Norman Mailer,18,0.4
240728,Count Basie,14,0.000468
214705,William F. Buckley,3,1.5e-05
49733,Michael Glauser,5,0.006934
1197464,Jonny Cronin,1,1.8e-05
49731,Brittany Armstrong,5,5.2e-05
60062,Scott Subiono,5,7e-06
974737,Dalin Christiansen,4,0.000172
1197465,Arizona Taylor,1,0.01512
167694,Elizabeth Johnson,5,0
15456,Helen Baxendale,15,0.248742
49965,Tim Dutton,13,1.1e-05
114029,Susan Haskell,7,0.036
123305,Lynne Cormack,6,0.544
119760,Anaya Farrell,3,0.029635
1393537,Donald Carrier,2,6.7e-05
193042,Gavin Crawford,4,3e-06
104151,Karyn Dwyer,11,0.56
168767,Myra Fried,1,0.168
143640,Wayne Dyer,8,0.000143
545038,Fatoumata Diawara,6,1e-06
125970,Sotigui Kouyaté,20,0.008187
1200632,Balla Habib Dembélé,6,0.12
1568124,Hamadoun Kassogué,4,7e-06
1721166,Ibrahim Baba Cissé,1,0
1721167,Kardigué Laïco Traoré,2,0
1721168,Marietou Kouyaté,1,0.00024
1721169,Fily Traoré,4,0.003469
1721170,Kary Coulibaly,1,1e-06
1083486,Abdoulaye Komboudri,8,0.434784
92589,Dwayne Adway,9,3.6e-05
585761,MC Eiht,5,0.156
67893,Larry B. Scott,20,1.206444
1634432,Chris LeDoux,1,0.000914
1940811,Gary Kidd,1,0
1574225,Tim Jahn,10,0.004212
1205826,George N. Thompson,8,9e-06
1941294,Jason Huebsch,1,0
1941295,Nick Mangini,1,0
1941296,Aren Callahan,2,0
1086892,Michael A. Martinez,14,1e-06
1480756,Timothy Stempien,3,0.002039
1773275,Tom Fry,1,0
1192918,Nenna Quiroz,11,3e-05
1774710,CED-T,1,0.00324
1774711,British Abney,1,0.4
1774712,Slyman Carter,1,0.021584
1774713,Nedra Green,1,2.5e-05
1774714,Tracy Johnson,1,0.000171
1774716,Nedra Simone,1,0
94046,Hector Echavarria,14,0.001662
222508,Michel Qissi,7,0.001805
1779272,Youssef Qissi,2,0.001905
87471,Bill Wallace,11,0.4
366458,Isley Nicole Melton,1,0.168
584069,Paul Beauregard,2,0
584070,Cassie Betts,1,0
1370851,Jonathon Silverman,1,1e-06
3270,Natasha Gregson Wagner,32,0.22744
17305,Greg Grunberg,29,1.730338
56152,Kari Wuhrer,55,4.065773
